stime,uid,etime,lat,lng,stated,grid
2016-09-05 00:51:29,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 05:21:38,26.6082692204,106.6480452351,1,3242.0
2016-09-05 06:15:40,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 06:15:40,26.611723529699997,106.64494363530001,0,3304.0
2016-09-05 07:01:17,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:01:17,26.6082692204,106.6480452351,0,3242.0
2016-09-05 07:07:24,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:07:24,26.611723529699997,106.64494363530001,0,3304.0
2016-09-05 07:08:18,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:08:18,26.6082692204,106.6480452351,0,3242.0
2016-09-05 07:10:02,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:10:02,26.6082692204,106.6480452351,0,3242.0
2016-09-05 07:11:28,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:11:28,26.612880856700002,106.6351241221,0,3302.0
2016-09-05 07:12:18,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:12:18,26.611723529699997,106.64494363530001,0,3304.0
2016-09-05 07:12:52,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:12:52,26.611723529699997,106.64494363530001,0,3304.0
2016-09-05 07:12:57,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:12:57,26.611398936799997,106.6451478143,0,3304.0
2016-09-05 07:13:02,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:13:02,26.611723529699997,106.64494363530001,0,3304.0
2016-09-05 07:14:45,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:14:45,26.611723529699997,106.64494363530001,0,3304.0
2016-09-05 07:19:13,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:19:13,26.611723529699997,106.64494363530001,0,3304.0
2016-09-05 07:20:01,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:20:01,26.611723529699997,106.64494363530001,0,3304.0
2016-09-05 07:20:27,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:20:27,26.611398936799997,106.6451478143,0,3304.0
2016-09-05 07:20:44,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:20:44,26.611398936799997,106.6451478143,0,3304.0
2016-09-05 07:20:49,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:20:49,26.611723529699997,106.64494363530001,0,3304.0
2016-09-05 07:21:45,86daac75ce6199ff9c29ab472b5b5878,2016-09-05 07:21:45,26.611723529699997,106.64494363530001,0,3304.0
